OPE ID,School,academic_year,State,Zip Code,School Type,dl_sub_rec,dl_sub_#loans_disbursed,dl_sub_$loans_disbursed,dl_unsub_underg_rec,dl_unsub_underg#loans_disbursed,dl_unsub_underg$loans_disbursed,dl_unsub_grad_rec,dl_unsub_grad#loans_disbursed,dl_unsub_grad$loans_disbursed,dl_parentplus_rec,dl_parentplus#loans_disbursed,dl_parentplus$loans_disbursed,dl_gradplus_rec,dl_gradplus#loans_disbursed,dl_gradplus$loans_disbursed
102300,JUDSON COLLEGE,2018-2019,AL,367562504,Private-Nonprofit,180,336,699459,189,394,617760,-,-, -,46,92,393138,-,-, -
102400,UNIVERSITY OF WEST ALABAMA,2018-2019,AL,354700000,Public,1608,2850,5789669,1623,3077,6144992,3343,6717,44105468,405,817,5106749,66,108,827280
102600,MARION MILITARY INSTITUTE,2018-2019,AL,367563214,Public,117,218,336237,179,333,607607,-,-, -,37,79,209611,-,-, -
102800,MILES COLLEGE,2018-2019,AL,350642697,Private-Nonprofit,1488,3160,5636775,1496,3779,5346036,-,-, -,404,876,3076927,-,-, -
102900,UNIVERSITY OF MOBILE,2018-2019,AL,366630220,Private-Nonprofit,802,1578,3205042,864,1770,3240986,179,379,2756917,171,394,2286482,11,22,92763
103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,2018-2019,AL,359860159,Public,214,567,545536,218,641,637291,-,-, -,-,-, -,-,-, -
103300,OAKWOOD UNIVERSITY,2018-2019,AL,358960001,Private-Nonprofit,1102,2096,4623713,1126,2404,4260679,25,45,379250,324,663,4830765,-,-, -
103600,SAMFORD UNIVERSITY,2018-2019,AL,352297000,Private-Nonprofit,816,1537,3256126,1067,2006,4183504,1432,2781,30455230,370,756,8156344,966,2260,19743744
103800,SNEAD STATE COMMUNITY COLLEGE,2018-2019,AL,359570734,Public,454,785,1284991,424,765,1460861,-,-, -,6,12,32250,-,-, -
104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,2018-2019,AL,362760000,Public,824,1489,2503965,798,1458,2985969,-,-, -,20,39,105195,-,-, -
104100,SPRING HILL COLLEGE,2018-2019,AL,366081791,Private-Nonprofit,678,1362,2840607,776,1668,2830464,33,67,440394,233,460,3599704,1,1,10445
104400,STILLMAN COLLEGE,2018-2019,AL,354011430,Private-Nonprofit,636,1192,2216214,650,1225,2406670,-,-, -,166,320,1520037,-,-, -
104600,TALLADEGA COLLEGE,2018-2019,AL,351602354,Private-Nonprofit,972,1829,3730264,959,1823,4075264,9,18,134993,241,477,2143928,-,-, -
104700,TROY UNIVERSITY,2018-2019,AL,360820001,Public,6673,15970,25446043,6756,16272,28431145,2128,5615,31504099,802,1555,8943947,260,517,2794642
105000,TUSKEGEE UNIVERSITY,2018-2019,AL,360881645,Private-Nonprofit,1715,3451,7125891,1746,4042,6091697,305,689,9968685,893,2242,20196809,238,667,7317073
105100,UNIVERSITY OF ALABAMA,2018-2019,AL,354870120,Public,10068,18639,41044849,11756,22672,43305405,1995,3825,30663235,3612,7293,97359864,363,693,5425742
105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2018-2019,AL,352941150,Public,6131,11610,24068952,6395,12548,25958532,4177,9170,85858678,1008,2216,14224357,991,2515,21141469
105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,2018-2019,AL,358990001,Public,2566,4592,10171904,2709,4976,11288689,564,1029,7539363,379,760,5145795,27,47,280285
105700,UNIVERSITY OF SOUTH ALABAMA,2018-2019,AL,366880002,Public,5179,9875,20691455,5240,10491,20386948,3032,6098,52280728,2075,4180,26853664,1150,2281,10724445
106000,COASTAL ALABAMA COMMUNITY COLLEGE,2018-2019,AL,365072698,Public,1380,2646,4163902,1466,2743,5458216,-,-, -,94,184,628547,-,-, -
106100,ALASKA PACIFIC UNIVERSITY,2018-2019,AK,995084672,Private-Nonprofit,132,236,516421,128,233,579135,53,95,818596,11,22,143416,3,5,52738
106300,UNIVERSITY OF ALASKA FAIRBANKS,2018-2019,AK,997757500,Public,1342,2334,4887531,1259,2168,5832160,181,350,2412913,49,83,598671,15,30,242310
106500,UNIVERSITY OF ALASKA SOUTHEAST,2018-2019,AK,998018680,Public,339,549,1225418,349,548,1456211,107,169,1257713,30,53,331415,17,28,82059
107100,ARIZONA WESTERN COLLEGE,2018-2019,AZ,853658847,Public,125,354,343794,64,182,174613,-,-, -,11,34,93811,-,-, -
107200,COCHISE COLLEGE,2018-2019,AZ,856352317,Public,223,415,703228,189,340,741844,-,-, -,3,4,22282,-,-, -
107400,GRAND CANYON UNIVERSITY,2018-2019,AZ,850173030,Proprietary,40400,79587,158784064,42012,85751,208414684,36070,84150,472583516,2567,5052,29165250,981,2485,12553496
107600,GLENDALE COMMUNITY COLLEGE,2018-2019,AZ,853023090,Public,1862,3471,5516910,613,1149,1977056,-,-, -,-,-, -,-,-, -
107700,MESA COMMUNITY COLLEGE,2018-2019,AZ,852024866,Public,2561,4621,7416964,836,1558,2678762,-,-, -,22,46,228188,-,-, -
107800,PHOENIX COLLEGE,2018-2019,AZ,850134234,Public,1431,2694,4073911,531,1078,1700730,-,-, -,7,12,45274,-,-, -
107900,YAVAPAI COLLEGE,2018-2019,AZ,863013297,Public,537,1038,1709794,516,1028,2088008,-,-, -,8,20,50214,-,-, -
108100,ARIZONA STATE UNIVERSITY,2018-2019,AZ,852870412,Public,38020,69365,151410485,35009,64907,159461956,9997,19179,151102509,6619,13518,121677902,5202,10562,85740271
108200,NORTHERN ARIZONA UNIVERSITY,2018-2019,AZ,860110001,Public,9965,18212,39484888,10057,18825,40798357,2280,4053,32877470,3000,5963,45226768,501,1157,7856296
108300,UNIVERSITY OF ARIZONA (THE),2018-2019,AZ,857210066,Public,10460,19725,42058119,10487,20343,41363600,3643,7296,75364122,3948,8732,86052750,914,2117,15033932
108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,2018-2019,AR,716560000,Public,1361,3320,4760349,1275,3328,4915529,310,778,3415514,85,180,542221,3,8,37048
108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,2018-2019,AR,716012790,Public,1577,3217,6175722,1524,3718,5065912,52,132,443564,331,762,2603522,-,-, -
108700,ARKANSAS BAPTIST COLLEGE,2018-2019,AR,722026099,Private-Nonprofit,449,989,1646376,462,1065,1736925,-,-, -,34,66,219432,-,-, -
108800,LYON COLLEGE,2018-2019,AR,725013699,Private-Nonprofit,326,599,1263532,374,696,1255123,-,-, -,99,178,1029555,-,-, -
108900,ARKANSAS TECH UNIVERSITY,2018-2019,AR,728012222,Public,3589,7999,12805123,3482,7756,14035619,489,1277,6084377,349,797,2685200,15,36,155290
109000,ARKANSAS STATE UNIVERSITY,2018-2019,AR,724010000,Public,4150,7507,15525437,4346,8334,18989204,4082,8156,48176372,471,920,4389937,238,426,3251378
109100,ARKANSAS STATE UNIVERSITY - BEEBE,2018-2019,AR,720121000,Public,476,1040,1427338,407,886,1421079,-,-, -,7,15,50806,-,-, -
109200,UNIVERSITY OF CENTRAL ARKANSAS,2018-2019,AR,720350001,Public,3714,6908,14284504,3806,7813,14910685,970,2175,12359988,971,1974,9445063,118,170,769971
109300,CENTRAL BAPTIST COLLEGE,2018-2019,AR,720346470,Private-Nonprofit,409,784,1466466,446,851,1833323,-,-, -,85,171,811956,-,-, -
109400,UNIVERSITY OF THE OZARKS,2018-2019,AR,728302880,Private-Nonprofit,378,722,1352046,372,727,1056368,-,-, -,39,75,330275,-,-, -
109500,CROWLEY'S RIDGE COLLEGE,2018-2019,AR,724509775,Private-Nonprofit,136,248,511411,143,261,554985,-,-, -,48,87,314518,-,-, -
109700,HARDING UNIVERSITY,2018-2019,AR,721490001,Private-Nonprofit,1551,3220,6803144,1856,3818,7728059,744,1564,16840648,687,1382,9797578,287,597,5825699
109800,HENDERSON STATE UNIVERSITY,2018-2019,AR,719990001,Public,1281,2329,4702029,1305,2439,4743402,370,694,5049451,151,284,1268876,27,42,278483
109900,HENDRIX COLLEGE,2018-2019,AR,720323080,Private-Nonprofit,453,875,1974815,519,1061,1822251,3,5,57750,135,263,2235615,-,-, -
110000,JOHN BROWN UNIVERSITY,2018-2019,AR,727612747,Private-Nonprofit,706,1288,2928788,707,1288,2696535,421,988,5574932,192,360,1885039,4,7,47455
110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,2018-2019,AR,722041099,Public,3448,6485,12906893,3382,6602,15881983,1135,2360,16396152,220,451,1874465,320,653,1916654
110200,OUACHITA BAPTIST UNIVERSITY,2018-2019,AR,719980001,Private-Nonprofit,568,1051,2227334,741,1431,2705062,-,-, -,201,364,2371808,-,-, -
110300,PHILANDER SMITH COLLEGE,2018-2019,AR,722023718,Private-Nonprofit,818,1643,3174310,772,1539,3020946,-,-, -,218,467,2374330,-,-, -
110500,SHORTER COLLEGE,2018-2019,AR,721144885,Private-Nonprofit,290,856,761063,297,849,1203846,-,-, -,-,-, -,-,-, -
110600,WILLIAMS BAPTIST UNIVERSITY,2018-2019,AR,724764661,Private-Nonprofit,244,428,869491,204,447,643562,17,39,96033,79,138,725815,-,-, -
110700,SOUTHERN ARKANSAS UNIVERSITY,2018-2019,AR,717535000,Public,1537,3119,5769128,1574,3376,6024478,530,1305,7534205,303,686,2327967,67,145,636390
110800,UNIVERSITY OF ARKANSAS,2018-2019,AR,727010000,Public,6419,13415,26724717,7796,16201,31680381,1239,2559,18395900,1811,3583,29720976,192,385,2211970
110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,2018-2019,AR,722057102,Public,316,685,1337503,313,621,1622430,1256,2906,41158545,45,90,280784,694,1696,13095537
111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,2018-2019,AR,729047397,Public,2152,4080,7661609,1808,3480,7345651,21,46,322680,92,185,672870,-,-, -
111100,ALLAN HANCOCK COLLEGE,2018-2019,CA,934546399,Public,94,199,343400,85,175,373665,-,-, -,-,-, -,-,-, -
111300,ANTELOPE VALLEY COLLEGE,2018-2019,CA,935365426,Public,1080,3394,3561605,844,2800,3377429,-,-, -,2,8,31127,-,-, -
111600,ART CENTER COLLEGE OF DESIGN,2018-2019,CA,911031999,Private-Nonprofit,938,1894,4206100,856,1725,3473977,55,127,1286149,215,469,6870168,36,92,1329713
111700,AZUSA PACIFIC UNIVERSITY,2018-2019,CA,917027000,Private-Nonprofit,3127,7077,13927457,3116,7015,12442166,3211,7750,54782507,1014,2093,19130933,1646,4627,28980855
111800,BAKERSFIELD COLLEGE,2018-2019,CA,933051299,Public,321,991,1175837,272,929,1243821,-,-, -,5,16,26368,-,-, -
112000,BERKELEY SCHOOL OF THEOLOGY,2018-2019,CA,947043029,Private-Nonprofit,-,-, -,-,-, -,18,34,250014,-,-, -,1,2,23428
112200,BIOLA UNIVERSITY,2018-2019,CA,906390001,Private-Nonprofit,2101,4069,9085214,2013,3888,6422502,588,1035,9063086,604,1144,13622937,83,179,1314712
112400,CABRILLO COLLEGE,2018-2019,CA,950033194,Public,159,304,560150,162,309,808228,-,-, -,-,-, -,-,-, -
112500,CALIFORNIA BAPTIST UNIVERSITY,2018-2019,CA,925043297,Private-Nonprofit,5477,11011,24119056,5373,10790,23434617,2316,5089,36270742,1144,2191,22621617,575,1323,10802305
112700,CALIFORNIA COLLEGE OF THE ARTS,2018-2019,CA,941072206,Private-Nonprofit,492,1084,2255088,486,1033,1841601,143,296,2777452,199,454,3275479,96,233,2182875
113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,2018-2019,CA,911250001,Private-Nonprofit,21,60,35912,38,110,206614,-,-, -,17,53,405519,-,-, -
113200,CALIFORNIA INSTITUTE OF THE ARTS,2018-2019,CA,913552397,Private-Nonprofit,434,843,1951350,436,862,1425036,230,450,4551513,146,293,5393852,124,304,3302869
113300,CALIFORNIA LUTHERAN UNIVERSITY,2018-2019,CA,913602787,Private-Nonprofit,1617,3136,7061306,1597,3266,6123663,648,1710,10901031,626,1209,11209833,63,153,828440
113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,2018-2019,CA,945908181,Public,381,821,1684430,424,891,1818810,12,26,135706,154,322,2625413,-,-, -
113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",2018-2019,CA,928313599,Public,8841,16422,36098831,6691,12798,26724020,1656,3530,23524010,470,911,6322997,73,163,1291855
113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",2018-2019,CA,945423000,Public,4470,8288,19468953,3393,6611,14960590,739,1671,11252857,249,504,2995712,24,45,254020
113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",2018-2019,CA,908400006,Public,9551,17178,40374240,6828,12468,27585425,1918,3739,28269680,257,498,3275379,103,207,1340337
114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",2018-2019,CA,900324226,Public,6402,12046,27184163,3879,7266,18331730,1485,2902,21960221,53,101,547094,90,171,1023587
114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",2018-2019,CA,907470001,Public,4105,7645,17197989,2722,5041,13076766,963,2023,14160964,120,235,1091989,52,102,618611
114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",2018-2019,CA,924072397,Public,5270,14270,21442719,3481,9511,14621474,1256,3522,18701051,362,1046,3555516,105,186,980355
114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,2018-2019,CA,934070001,Public,4616,13032,19494169,4864,14072,18788663,280,757,4248233,2523,7264,40584241,32,96,488009
114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",2018-2019,CA,917682500,Public,7021,13233,30384086,5601,10657,23591689,516,975,8188413,455,920,6014648,29,61,323039
114600,"CALIFORNIA STATE UNIVERSITY, CHICO",2018-2019,CA,959290001,Public,6853,13679,29345869,5342,10607,16650765,398,918,4773431,404,794,5144197,10,21,43697
114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",2018-2019,CA,937408026,Public,6088,11333,25070647,4108,7723,17304267,1071,2079,14463426,108,212,1152481,42,89,443324
114900,HUMBOLDT STATE UNIVERSITY,2018-2019,CA,955218299,Public,3516,6643,14689753,2823,5263,10454102,298,622,4362155,225,436,2936512,10,22,83927
115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,2018-2019,CA,958196044,Public,9216,16615,39375706,6515,12360,28159205,1135,2211,16826493,1225,2366,13717829,74,129,844341
115100,SAN DIEGO STATE UNIVERSITY,2018-2019,CA,921821690,Public,6806,14226,28237043,6522,13904,27682703,1644,4027,24191957,2103,4426,38145311,327,858,3955059
115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",2018-2019,CA,913308307,Public,9076,17262,38333267,6679,12705,27763362,2204,4471,34887132,211,433,2235418,241,439,2759980
115400,SAN FRANCISCO STATE UNIVERSITY,2018-2019,CA,941321740,Public,7970,14930,33016392,6490,12555,25733302,1123,2226,17408850,2057,4052,27655535,420,800,3760232
115500,SAN JOSE STATE UNIVERSITY,2018-2019,CA,951920036,Public,6930,13146,28257608,5181,10080,20055237,2037,3927,29074874,1336,2647,17541836,570,1151,4372331
115600,SONOMA STATE UNIVERSITY,2018-2019,CA,949283609,Public,2790,5166,11471468,2470,4732,9092274,236,472,3930318,895,1723,12974445,11,21,239269
115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",2018-2019,CA,953820299,Public,3098,5567,12260732,2185,4064,9175389,438,838,6218481,209,403,2000858,12,25,189475
116100,CERRITOS COMMUNITY COLLEGE,2018-2019,CA,906506296,Public,565,1054,1916230,586,1093,2833507,-,-, -,-,-, -,-,-, -
116200,CHABOT COLLEGE,2018-2019,CA,945452400,Public,138,269,495227,108,209,469720,-,-, -,-,-, -,-,-, -
116400,CHAPMAN UNIVERSITY,2018-2019,CA,928661099,Private-Nonprofit,2455,4683,10540927,2311,4661,6918191,1473,3155,31023376,1321,2697,30512370,1151,3045,41739417
116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,2018-2019,CA,947091217,Private-Nonprofit,-,-, -,-,-, -,27,48,379050,-,-, -,1,1,5020
116600,CITRUS COLLEGE,2018-2019,CA,917411899,Public,186,353,590674,163,314,620921,-,-, -,11,21,85828,-,-, -
116900,CLAREMONT GRADUATE UNIVERSITY,2018-2019,CA,917116163,Private-Nonprofit,-,-, -,-,-, -,799,1481,14420666,-,-, -,534,1465,14165170
117000,CLAREMONT MCKENNA COLLEGE,2018-2019,CA,917116400,Private-Nonprofit,222,443,896598,96,194,345451,-,-, -,61,119,1954990,-,-, -
117100,HARVEY MUDD COLLEGE,2018-2019,CA,917115990,Private-Nonprofit,255,499,1047524,281,545,1057646,-,-, -,68,138,1660213,-,-, -
117200,PITZER COLLEGE,2018-2019,CA,917116101,Private-Nonprofit,302,594,1304286,105,205,291134,-,-, -,51,95,1758029,-,-, -
117300,POMONA COLLEGE,2018-2019,CA,917116301,Private-Nonprofit,117,222,357308,147,290,666908,-,-, -,46,88,1150399,-,-, -
117400,SCRIPPS COLLEGE,2018-2019,CA,917113948,Private-Nonprofit,207,412,865574,97,189,356828,-,-, -,42,86,1151935,-,-, -
117600,WEST HILLS COMMUNITY COLLEGE,2018-2019,CA,932101399,Public,102,386,303044,90,353,301027,-,-, -,19,68,143551,-,-, -
117700,COGSWELL UNIVERSITY OF SILICON VALLEY,2018-2019,CA,951341697,Proprietary,415,967,1939380,425,1048,1822059,3,7,47370,199,565,3730933,-,-, -
117800,COLLEGE OF MARIN,2018-2019,CA,949042590,Public,34,67,127975,40,80,256400,-,-, -,-,-, -,-,-, -
117900,NOTRE DAME DE NAMUR UNIVERSITY,2018-2019,CA,940021997,Private-Nonprofit,599,1128,2473727,610,1170,2413950,254,539,5358525,141,281,2854160,15,32,224432
118100,COLLEGE OF SAN MATEO,2018-2019,CA,944023784,Public,55,109,188913,44,93,194062,-,-, -,5,10,46489,-,-, -
118300,HOLY NAMES UNIVERSITY,2018-2019,CA,946191699,Private-Nonprofit,440,839,1798628,443,909,1628553,205,397,3769404,123,245,1587399,37,72,485356
118500,COLLEGE OF THE REDWOODS,2018-2019,CA,955019300,Public,283,556,965204,218,436,737564,-,-, -,17,32,138481,-,-, -
118600,COLLEGE OF THE SEQUOIAS,2018-2019,CA,932772234,Public,158,334,534456,52,108,207720,-,-, -,1,2,6425,-,-, -
118700,COLLEGE OF THE SISKIYOUS,2018-2019,CA,960942899,Public,191,359,617779,176,343,630467,-,-, -,30,66,261300,-,-, -
119000,CONTRA COSTA COLLEGE,2018-2019,CA,948063195,Public,144,269,397500,121,232,438042,-,-, -,-,-, -,-,-, -
119100,DIABLO VALLEY COLLEGE,2018-2019,CA,945231544,Public,164,265,559937,145,247,447951,-,-, -,5,8,44777,-,-, -
119200,CUESTA COLLEGE,2018-2019,CA,934038106,Public,413,849,1259553,439,971,1886143,-,-, -,18,36,256479,-,-, -
119300,CYPRESS COLLEGE,2018-2019,CA,906305897,Public,259,509,830558,233,458,1028611,-,-, -,-,-, -,-,-, -
119600,DOMINICAN UNIVERSITY OF CALIFORNIA,2018-2019,CA,949012298,Private-Nonprofit,733,1360,3254306,784,1504,2546804,239,523,4682508,285,584,6956976,114,268,2932182
119900,FOOTHILL COLLEGE,2018-2019,CA,940224597,Public,387,933,1100000,288,690,1165977,-,-, -,-,-, -,-,-, -
120000,FULLER THEOLOGICAL SEMINARY,2018-2019,CA,911820002,Private-Nonprofit,-,-, -,1,1,10607,600,2272,12398885,-,-, -,144,592,3573808
120100,FULLERTON COLLEGE,2018-2019,CA,928322095,Public,693,1286,2086284,540,1007,1991632,-,-, -,-,-, -,-,-, -
120200,GAVILAN COLLEGE,2018-2019,CA,950209599,Public,12,21,33849,4,6,14750,-,-, -,-,-, -,-,-, -
120300,GLENDALE COMMUNITY COLLEGE,2018-2019,CA,912082894,Public,298,521,1106518,163,298,718585,-,-, -,3,5,19725,-,-, -
120500,GOLDEN GATE UNIVERSITY,2018-2019,CA,941052967,Private-Nonprofit,129,284,702009,132,287,996338,698,1559,14783391,-,-, -,332,1120,12889671
120600,GOLDEN WEST COLLEGE,2018-2019,CA,926472748,Public,270,413,891751,196,309,760769,-,-, -,4,7,47471,-,-, -
120700,GRADUATE THEOLOGICAL UNION,2018-2019,CA,947091212,Private-Nonprofit,-,-, -,-,-, -,51,95,806832,-,-, -,15,30,258739
120800,GROSSMONT COLLEGE,2018-2019,CA,920201799,Public,305,608,963868,173,334,673753,-,-, -,-,-, -,-,-, -
121200,HUMPHREYS UNIVERSITY,2018-2019,CA,952073896,Private-Nonprofit,237,1496,1044554,239,1496,1402370,135,808,2417068,18,108,233968,6,32,109288
121500,LA SIERRA UNIVERSITY,2018-2019,CA,925153332,Private-Nonprofit,1102,3196,4621341,1092,3181,3948897,212,698,3818148,344,1082,4785866,79,282,1086685
121600,UNIVERSITY OF LA VERNE,2018-2019,CA,917504443,Private-Nonprofit,3332,7073,14058999,3140,6423,13539252,1945,4604,32929380,623,1200,11306988,438,1053,10396565
121700,LASSEN COLLEGE,2018-2019,CA,961303000,Public,50,184,154819,41,150,149252,-,-, -,5,16,43829,-,-, -
121800,LOMA LINDA UNIVERSITY,2018-2019,CA,923500001,Private-Nonprofit,694,2060,3601435,747,2321,4274973,1868,5931,70202983,82,284,2165945,1464,5042,58267170
121900,LONG BEACH CITY COLLEGE,2018-2019,CA,908081780,Public,352,665,1237981,326,629,1374101,-,-, -,-,-, -,-,-, -
122000,MASTER'S UNIVERSITY AND SEMINARY (THE),2018-2019,CA,913211200,Private-Nonprofit,562,1171,2367060,546,1128,1896306,67,127,881188,94,169,1567350,-,-, -
122300,LOS ANGELES CITY COLLEGE,2018-2019,CA,900293588,Public,478,935,1731138,538,1084,2652495,-,-, -,3,5,24075,-,-, -
122400,LOS ANGELES HARBOR COLLEGE,2018-2019,CA,907442397,Public,59,113,175125,57,112,210692,-,-, -,-,-, -,-,-, -
122600,LOS ANGELES PIERCE COLLEGE,2018-2019,CA,913710001,Public,607,1249,2308691,604,1232,2918037,-,-, -,4,10,38250,-,-, -
122700,LOS ANGELES TRADE-TECHNICAL COLLEGE,2018-2019,CA,900154181,Public,275,518,943705,254,498,1176332,-,-, -,1,2,5082,-,-, -
122800,LOS ANGELES VALLEY COLLEGE,2018-2019,CA,914014096,Public,308,627,1006539,288,582,1245787,-,-, -,1,2,4500,-,-, -
122900,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,2018-2019,CA,906044051,Private-Nonprofit,116,200,395651,134,278,702654,529,1343,19481929,5,12,72368,315,778,5431545
123000,MARSHALL B. KETCHUM UNIVERSITY,2018-2019,CA,928311699,Private-Nonprofit,-,-, -,-,-, -,446,2073,22174585,-,-, -,323,1568,11927581
123200,AMERICAN RIVER COLLEGE,2018-2019,CA,958414286,Public,1044,1892,3281416,955,1727,4145823,-,-, -,-,-, -,-,-, -
123300,SACRAMENTO CITY COLLEGE,2018-2019,CA,958221386,Public,913,1679,2946741,844,1576,3743771,-,-, -,-,-, -,-,-, -
123600,MENLO COLLEGE,2018-2019,CA,940274301,Private-Nonprofit,346,642,1447872,354,661,1097591,-,-, -,105,212,2333901,-,-, -
123800,MILLS COLLEGE,2018-2019,CA,946131301,Private-Nonprofit,469,893,1959947,423,810,1622616,269,501,4785530,78,157,1408273,93,205,1555699
123900,MIRACOSTA COLLEGE,2018-2019,CA,920563899,Public,329,1598,1109664,286,1568,1300621,-,-, -,-,-, -,-,-, -
124200,MONTEREY PENINSULA COLLEGE,2018-2019,CA,939404799,Public,129,407,429337,122,392,465844,-,-, -,11,38,155000,-,-, -
124300,MOUNT SAINT MARY'S UNIVERSITY,2018-2019,CA,900491599,Private-Nonprofit,1879,3645,7663048,1793,3651,7070842,463,1160,8543847,606,1286,8936413,166,401,4488259
124500,MOUNT SAN ANTONIO COLLEGE,2018-2019,CA,917891399,Public,192,621,645720,118,361,355139,-,-, -,7,20,63062,-,-, -
124700,NAPA VALLEY COLLEGE,2018-2019,CA,945586236,Public,49,93,155585,48,91,187649,-,-, -,-,-, -,-,-, -
124900,OCCIDENTAL COLLEGE,2018-2019,CA,900413314,Private-Nonprofit,750,1446,3220143,710,1379,2247325,-,-, -,145,291,3719365,-,-, -
125000,ORANGE COAST COLLEGE,2018-2019,CA,926285005,Public,426,642,1379125,320,503,1316998,-,-, -,17,30,227388,-,-, -
125100,OTIS COLLEGE OF ART AND DESIGN,2018-2019,CA,900453505,Private-Nonprofit,490,938,2191735,478,922,1673797,37,66,665061,254,490,6098621,22,44,477855
125200,HOPE INTERNATIONAL UNIVERSITY,2018-2019,CA,928313104,Private-Nonprofit,447,831,1859620,425,781,1601165,300,644,5146086,76,142,924673,15,27,227735
125300,FRESNO PACIFIC UNIVERSITY,2018-2019,CA,937024798,Private-Nonprofit,2568,4385,11055720,2298,3994,11724531,636,1365,10153820,106,203,1198479,57,124,648921
125500,PACIFIC OAKS COLLEGE,2018-2019,CA,911033606,Private-Nonprofit,540,1815,2895635,514,1727,3514015,645,2091,14057828,-,-, -,120,341,1842601
125600,PACIFIC SCHOOL OF RELIGION,2018-2019,CA,947091323,Private-Nonprofit,-,-, -,4,6,37500,39,76,718460,-,-, -,9,20,226778
125800,PACIFIC UNION COLLEGE,2018-2019,CA,945089797,Private-Nonprofit,644,1683,2672293,726,1900,3251651,3,7,47834,115,317,1628367,1,3,30588
126000,PALOMAR COLLEGE,2018-2019,CA,920691486,Public,199,386,668983,37,76,161313,-,-, -,-,-, -,-,-, -
126100,PASADENA CITY COLLEGE,2018-2019,CA,911062003,Public,175,350,634573,165,351,696158,-,-, -,2,4,15345,-,-, -
126200,POINT LOMA NAZARENE UNIVERSITY,2018-2019,CA,921062899,Private-Nonprofit,1629,3285,7795001,1683,3315,6896625,943,2302,17541264,436,884,9580636,41,75,470938
126600,LANEY COLLEGE,2018-2019,CA,946074893,Public,132,341,386094,110,296,409153,-,-, -,-,-, -,-,-, -
126700,MERRITT COLLEGE,2018-2019,CA,946193196,Public,67,234,225800,55,191,232880,-,-, -,-,-, -,-,-, -
126900,RIO HONDO COMMUNITY COLLEGE,2018-2019,CA,906011699,Public,56,177,171475,48,145,205397,-,-, -,-,-, -,-,-, -
127000,RIVERSIDE CITY COLLEGE,2018-2019,CA,925061299,Public,352,632,1067023,293,526,1085057,-,-, -,-,-, -,-,-, -
127300,SAN DIEGO CITY COLLEGE,2018-2019,CA,921014787,Public,330,737,1000086,26,50,109879,-,-, -,1,1,3000,-,-, -
127500,SAN DIEGO MESA COLLEGE,2018-2019,CA,921114996,Public,213,430,721412,21,48,93582,-,-, -,16,32,192824,-,-, -
127800,SAN FRANCISCO CONSERVATORY OF MUSIC,2018-2019,CA,941026011,Private-Nonprofit,94,184,403206,86,168,253302,70,138,1337932,57,111,1481358,48,94,850538
128000,SAN JOAQUIN DELTA COLLEGE,2018-2019,CA,952076370,Public,469,1525,1631443,326,1198,1350347,-,-, -,-,-, -,-,-, -
128100,WILLIAM JESSUP UNIVERSITY,2018-2019,CA,957653784,Private-Nonprofit,815,1611,3384487,782,1555,2924748,239,514,3576039,150,275,2063844,7,14,92772
128200,SAN JOSE CITY COLLEGE,2018-2019,CA,951282797,Public,62,116,208900,45,87,139808,-,-, -,4,6,27100,-,-, -
128400,SANTA ANA COLLEGE,2018-2019,CA,927063398,Public,170,513,516106,136,411,546137,-,-, -,-,-, -,-,-, -
128500,SANTA BARBARA CITY COLLEGE,2018-2019,CA,931092394,Public,960,1854,3309187,870,1683,3505750,-,-, -,76,147,1048641,-,-, -
128600,SANTA MONICA COLLEGE,2018-2019,CA,904051644,Public,476,883,1702109,292,565,1191270,-,-, -,37,73,624434,-,-, -
128700,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA,2018-2019,CA,954014395,Public,229,438,805202,174,339,735286,-,-, -,-,-, -,-,-, -
